PositionX,PositionY,PositionZ
5740.7183,107.88735,-1056.1713
5740.3364,107.88059,-1053.3846
5740.0264,107.876396,-1051.1223
5739.637,107.87238,-1048.2854
5739.244,107.86995,-1045.4244
5738.927,107.86962,-1043.1143
5738.526,107.861336,-1040.2
5738.1206,107.841286,-1037.2504
5737.792,107.82355,-1034.8623
5737.377,107.80472,-1031.8436
5736.9565,107.78712,-1028.789
5736.616,107.76894,-1026.3159
5736.186,107.74411,-1023.1909
5735.7515,107.71961,-1020.03015
5735.4,107.69964,-1017.4724
5734.866,107.66748,-1013.5907
5734.415,107.64127,-1010.31506
5733.958,107.613045,-1007.00635
5733.5864,107.58637,-1004.3334
5733.113,107.55364,-1000.9574
5732.627,107.525795,-997.5443
5732.2285,107.50159,-994.7899
5731.7144,107.46233,-991.3151
5731.1777,107.41857,-987.8035
5730.73,107.382385,-984.96936
5730.1455,107.33444,-981.3985
5729.529,107.28213,-977.79626
5729.0146,107.229515,-974.8948
5728.3394,107.15359,-971.2421
5727.615,107.07773,-967.5612
5726.845,106.996185,-963.8623
5726.03,106.90299,-960.14
5725.158,106.8095,-956.4223
5724.4185,106.73436,-953.4475
5723.4443,106.63299,-949.72125
5722.4136,106.523155,-945.9896
5721.546,106.43054,-943.00366
5720.4033,106.3098,-939.2636
5719.1914,106.18362,-935.517
5717.9067,106.051636,-931.7657
5716.83,105.9414,-928.76324
5715.4194,105.803986,-925.0089
5713.942,105.66657,-921.2499
5712.7256,105.54818,-918.2368
5711.16,105.39681,-914.45825
5709.55,105.24779,-910.6708
5708.233,105.130005,-907.63135
5706.558,104.981766,-903.81726
5704.8594,104.82623,-899.98737
5703.4834,104.70385,-896.9116
5701.7505,104.55773,-893.06586
5700.0107,104.41782,-889.22974
5698.615,104.31506,-886.17395
5696.868,104.194244,-882.36584
5695.1226,104.08019,-878.57166
5693.7256,103.989716,-875.5455
5691.9785,103.88349,-871.7743
5690.2295,103.79773,-868.0149
5688.829,103.74258,-865.0153
5687.08,103.688156,-861.2785
5685.3315,103.647194,-857.5558
5683.9326,103.61792,-854.58704
5682.184,103.58125,-850.8889
5680.434,103.55127,-847.20483
5679.033,103.53314,-844.26764
5677.2817,103.51216,-840.6099
5675.5293,103.497215,-836.9666
5674.1255,103.49049,-834.0635
5672.361,103.48267,-830.44763
5670.5864,103.47214,-826.8493
5669.1616,103.46716,-823.98456
5667.373,103.46969,-820.4199
5665.5747,103.47144,-816.87006
5664.1294,103.47345,-814.0432
5662.3115,103.48025,-810.52747
5660.4814,103.49119,-807.03314
5659.009,103.50398,-804.2533
5657.1597,103.522514,-800.7958
5655.299,103.542946,-797.3522
5653.8057,103.55607,-794.61096
5651.933,103.57437,-791.2024
5650.0522,103.60026,-787.81256
5648.5415,103.62178,-785.1135
5646.648,103.649826,-781.7579
5644.75,103.684235,-778.42053
5643.229,103.712074,-775.7603
5641.3247,103.74531,-772.4471
5639.4185,103.77393,-769.14716
5637.5103,103.794334,-765.85754
5635.605,103.80785,-762.5847
5633.6997,103.81783,-759.32385
5631.793,103.84638,-756.07574
5630.267,103.89142,-753.4875
5628.3574,103.95048,-750.2648
5626.4443,104.00275,-747.0561
5624.913,104.0417,-744.4994
5622.9976,104.08785,-741.3161
5621.0796,104.12833,-738.1458
5619.1562,104.168236,-734.98486
5617.615,104.19856,-732.4628
5615.684,104.23483,-729.3171
5614.137,104.26163,-726.8057
5612.201,104.29945,-723.6737
5610.269,104.34179,-720.54645
5608.731,104.36901,-718.0444
5606.828,104.401505,-714.9121
5604.9478,104.44086,-711.7723
5603.4556,104.46953,-709.25806
5601.609,104.49999,-706.11346
5599.789,104.53166,-702.9614
5598.3535,104.55443,-700.43365
5596.5874,104.579025,-697.26807
5595.1997,104.5984,-694.73083
5593.491,104.61751,-691.5499
5591.813,104.63459,-688.3614
5590.164,104.651276,-685.1654
5588.8604,104.66108,-682.60657
5587.238,104.669716,-679.4083
5585.618,104.67252,-676.2071
5584.3247,104.67344,-673.64526
5582.705,104.67433,-670.436
5581.0737,104.67113,-667.22284
5579.422,104.66225,-664.0064
5578.0815,104.65077,-661.4311
5576.381,104.63017,-658.20807
5574.296,104.60495,-654.3364
5572.885,104.589165,-651.74896
5571.105,104.558876,-648.5041
5569.305,104.51932,-645.23895
5567.846,104.48876,-642.6124
5565.9985,104.44686,-639.31537
5564.1313,104.39254,-635.9961
5562.627,104.34667,-633.32196
5560.7397,104.28675,-629.9571
5558.4736,104.20487,-625.8825
5556.9644,104.14361,-623.1443
5555.082,104.054436,-619.6986
5553.209,103.95945,-616.2256
5551.7207,103.88273,-613.43176
5549.871,103.784706,-609.91907
5548.0312,103.67047,-606.391
5546.5684,103.570045,-603.5586
5544.7583,103.44736,-600.015
5542.9707,103.33085,-596.4723
5541.5537,103.23877,-593.63763
5539.798,103.12184,-590.09766
5538.0615,103.006966,-586.5603
5536.6875,102.92077,-583.7311
5534.991,102.82377,-580.1954
5533.3237,102.7466,-576.66125
5532.014,102.70234,-573.83826
5530.413,102.67034,-570.3256
5528.855,102.65657,-566.83636
5527.6377,102.65248,-564.05023
5526.1587,102.656654,-560.5637
5524.728,102.66006,-557.0709
5523.6206,102.66341,-554.27246
5522.285,102.66856,-550.7666
5521.0117,102.675835,-547.2515
5520.039,102.678665,-544.4365
5518.8804,102.673416,-540.913
5517.8022,102.668594,-537.3812
5517.004,102.66764,-534.5535
5516.076,102.66298,-531.01746
5515.23,102.65475,-527.4828
5514.6206,102.65095,-524.659
5513.938,102.646805,-521.13574
5513.3364,102.63854,-517.62067
5512.8257,102.632706,-514.1148
5512.481,102.62893,-511.31708
5512.115,102.61617,-507.8281
5511.8833,102.60518,-505.04633
5511.6724,102.59294,-501.58237
5511.5435,102.57832,-498.1285
5511.5,102.5651,-495.3736
5511.526,102.55137,-491.9445
5511.6436,102.54181,-488.53098
5511.847,102.53208,-485.12643
5512.064,102.51996,-482.40228
5512.4062,102.50211,-478.99298
5512.832,102.48336,-475.58038
5513.2334,102.46775,-472.8477
5513.808,102.44503,-469.4307
5514.4624,102.418884,-466.01187
5515.047,102.39671,-463.2766
5515.856,102.36859,-459.86075
5516.7505,102.338486,-456.44968
5517.523,102.31482,-453.71777
5518.5635,102.28645,-450.30695
5519.6836,102.25293,-446.90204
5520.633,102.22189,-444.1793
5521.8906,102.18239,-440.77948
5523.226,102.14413,-437.3852
5524.349,102.11624,-434.67426
5525.8154,102.08896,-431.29456
5527.335,102.06697,-427.9323
5528.898,102.04487,-424.59183
5530.5024,102.02408,-421.28354
5532.144,102.010956,-418.00757
5533.8125,101.99645,-414.75977
5535.1694,101.98539,-412.1828
5536.8965,101.97402,-408.98877
5538.652,101.95261,-405.82175
5540.081,101.93539,-403.31427
5541.905,101.925354,-400.21506
5543.7646,101.915985,-397.15054
5545.2773,101.906204,-394.72507
5547.2056,101.90065,-391.73
5548.7773,101.90309,-389.3639
5550.775,101.91176,-386.44092
5552.8037,101.92138,-383.55447
5554.4463,101.92467,-381.26974
5556.5254,101.92683,-378.44647
5558.637,101.93652,-375.6643
5560.352,101.949814,-373.46588
5562.519,101.96184,-370.74878
5564.714,101.96838,-368.06754
5566.49,101.971436,-365.9499
5568.743,101.972946,-363.3332
5571.032,101.96978,-360.74933
5572.893,101.96502,-358.70477
5575.258,101.95648,-356.17484
5577.662,101.93968,-353.66376
5579.6147,101.92637,-351.66888
5582.091,101.91495,-349.19156
5584.6016,101.90062,-346.7231
5586.6313,101.88562,-344.75018
5589.193,101.867584,-342.2848
5591.7764,101.8464,-339.81168
5593.8535,101.82825,-337.82297
5596.4644,101.80823,-335.32288
5599.0845,101.7918,-332.80618
5601.185,101.78139,-330.7775
5603.814,101.772804,-328.22055
5606.4487,101.75961,-325.63733
5608.5586,101.74722,-323.55148
5611.195,101.73578,-320.92004
5613.8296,101.72613,-318.26517
5616.4644,101.71085,-315.58862
5618.574,101.69847,-313.4289
5621.209,101.68601,-310.70853
5623.844,101.672714,-307.96222
5625.9517,101.66154,-305.74603
5628.5835,101.651,-302.95032
5631.2114,101.63972,-300.12808
5633.8345,101.62557,-297.27924
5635.928,101.61143,-294.9807
5638.539,101.594406,-292.08176
5641.14,101.579,-289.15637
5643.2104,101.56864,-286.80142
5645.781,101.553505,-283.84558
5648.328,101.53279,-280.88123
5650.3467,101.51878,-278.50208
5652.8394,101.503654,-275.52405
5655.3037,101.48745,-272.53674
5657.252,101.47736,-270.14133
5659.661,101.47261,-267.13492
5661.565,101.477905,-264.72226
5663.9146,101.49269,-261.7016
5666.236,101.509476,-258.67154
5668.5283,101.52999,-255.63191
5670.339,101.55001,-253.19313
5672.569,101.5821,-250.1344
5674.76,101.61798,-247.06502
5676.4814,101.64857,-244.60153
5678.5874,101.691956,-241.5144
5680.6377,101.74349,-238.41455
5682.2354,101.78512,-235.92853
5684.179,101.83286,-232.81584
5686.056,101.8807,-229.69159
5687.5093,101.91957,-227.17957
5689.2646,101.96886,-224.02118
5690.9434,102.02394,-220.84381
5692.229,102.07379,-218.28651
5693.769,102.137245,-215.07468
5695.2383,102.195656,-211.84998
5696.358,102.24199,-209.25905
5697.681,102.30345,-206.00739
5698.922,102.36772,-202.7448
5700.0864,102.43032,-199.47438
5701.3906,102.49849,-195.5425
5702.391,102.555534,-192.25787
5703.3096,102.61307,-188.96826
5703.9824,102.659096,-186.33183
5704.7505,102.71521,-183.02594
5705.4365,102.77323,-179.71175
5705.9307,102.82059,-177.05655
5706.495,102.87276,-173.73607
5707.011,102.9186,-170.41237
5707.392,102.95502,-167.75229
5707.838,103.00322,-164.42317
5708.262,103.04956,-161.08864
5708.6753,103.09148,-157.74876
5709.001,103.127686,-155.07187
5709.406,103.17485,-151.72238
5709.7305,103.208275,-149.0417
5710.137,103.24661,-145.6846
5710.545,103.28444,-142.32112
5710.9536,103.31915,-138.95195
5711.2803,103.34395,-136.2493
5711.688,103.3717,-132.85968
5712.094,103.391205,-129.45511
5712.4155,103.399315,-126.72109
5712.81,103.40764,-123.28662
5713.1943,103.41484,-119.8352
5713.4937,103.41807,-117.06246
5713.854,103.42152,-113.586815
5714.13,103.42392,-110.797676
5714.4604,103.428215,-107.29933
5714.7773,103.43447,-103.77951
5715.0215,103.43857,-100.945404
5715.3184,103.438805,-97.37681
5715.606,103.43869,-93.779205
5715.8857,103.444145,-90.15158
5716.106,103.44818,-87.22879
5716.3794,103.45047,-83.54831
5716.652,103.456276,-79.83904
5716.87,103.46377,-76.85118
5717.145,103.47013,-73.09157
5717.4233,103.47139,-69.302246
5717.6484,103.47318,-66.24994
5717.9336,103.47793,-62.411575
5718.1655,103.482735,-59.32262
5718.46,103.484055,-55.436333
5718.7607,103.479485,-51.520615
5719.0693,103.47746,-47.574825
5719.322,103.47779,-44.39984
5719.644,103.47117,-40.408047
5719.9756,103.463806,-36.386265
5720.2485,103.46387,-33.149876
5720.5996,103.46261,-29.08075
5720.962,103.45806,-24.985258
5721.337,103.45678,-20.863062
5721.646,103.459564,-17.547358
5722.042,103.46035,-13.380553
5722.366,103.45582,-10.026672
5722.7812,103.45027,-5.8097153
5723.121,103.45071,-2.4145434
5723.5527,103.44811,1.8486536
5723.9917,103.44351,6.1391335
5724.438,103.44374,10.456985
5724.7993,103.44652,13.930386
5725.2563,103.449356,18.293373
5725.7183,103.43972,22.682007
5726.0923,103.43281,26.213839
5726.5654,103.43056,30.651989
5727.0435,103.43032,35.11414
5727.4307,103.43242,38.703888
5727.9194,103.434715,43.214638
5728.4136,103.42846,47.75186
5728.813,103.423645,51.400963
5729.317,103.42388,55.984917
5729.8267,103.4276,60.592384
5730.342,103.42899,65.224915
5730.7583,103.42597,68.94968
5731.283,103.41959,73.627495
5731.707,103.41633,77.38683
5732.2417,103.411255,82.10728
5732.781,103.39692,86.85149
5733.216,103.38298,90.66599
5733.8745,103.364624,96.41583
5734.541,103.34577,102.20466
5735.102,103.31966,107.05678
5735.7827,103.27847,112.91401
5736.3555,103.245575,117.82073
5736.933,103.21248,122.74758
5737.517,103.169975,127.6955
5737.9927,103.133896,131.67229
5738.5986,103.09286,136.6643
5739.0913,103.06357,140.67455
5739.717,103.02419,145.7036
5740.353,102.977974,150.73643
5741.003,102.93024,155.74214
5741.528,102.8911,159.70454
5742.1846,102.83979,164.58134
5742.8394,102.795204,169.35368
5743.3633,102.76665,173.09708
5744.016,102.730545,177.69034
5744.6665,102.689995,182.19002
5745.3174,102.64609,186.6042
5745.8403,102.613785,190.0736
5746.5,102.57788,194.34444
5747.0327,102.55242,197.7129
5747.701,102.51881,201.8706
5748.3613,102.47592,205.97247
5748.884,102.44495,209.21393
5749.5283,102.41202,213.22063
5750.1553,102.39108,217.17592
5750.6416,102.3864,220.3025
5751.2295,102.385574,224.18309
5751.799,102.38467,228.05696
5752.237,102.38513,231.15398
5752.759,102.38788,235.02554
5753.244,102.39875,238.89809
5753.69,102.41382,242.77026
5754.017,102.42314,245.86984
5754.387,102.43088,249.74602
5754.6475,102.43442,252.8489
5754.9204,102.44046,256.72714
5755.129,102.45105,260.6081
5755.278,102.45807,264.49152
5755.349,102.461655,267.60193
5755.3755,102.46326,271.4983
5755.3325,102.460754,275.409
5755.251,102.45546,278.55063
5755.0903,102.44808,282.49692
5754.86,102.44579,286.46072
5754.623,102.45011,289.6419
5754.2695,102.45661,293.62552
5753.8545,102.46084,297.61862
5753.474,102.46803,300.8185
5752.947,102.47254,304.82513
5752.363,102.470795,308.83716
5751.715,102.46909,312.8527
5751.1514,102.46711,316.06723
5750.3877,102.464676,320.0874
5749.554,102.46732,324.10776
5748.848,102.46488,327.3255
5747.9233,102.45422,331.34906
5747.1426,102.45048,334.56866
5746.116,102.45387,338.59357
5745.0376,102.46152,342.62247
5744.136,102.478584,345.84714
5742.97,102.50428,349.88043
5741.763,102.529045,353.92175
5740.7666,102.55576,357.15756
5739.489,102.59036,361.2058
5738.1807,102.625435,365.26068
5736.8457,102.66679,369.32483
5735.762,102.70278,372.58328
5734.3916,102.74918,376.66937
5733.009,102.79331,380.767
5731.895,102.82963,384.05615
5730.497,102.88009,388.18015
5729.0938,102.935104,392.3207
5727.9688,102.9758,395.6457
5726.564,103.028755,399.82062
5725.4463,103.07744,403.17688
5724.0615,103.134865,407.38998
5722.697,103.19035,411.6241
5721.352,103.24972,415.88467
5720.292,103.2988,419.31113
5718.9883,103.35025,423.61533
5717.721,103.40026,427.945
5716.74,103.445656,431.4253
5715.55,103.505516,435.80145
5714.3965,103.55906,440.20285
5713.2817,103.612305,444.6336
5712.42,103.66181,448.204
5711.373,103.72768,452.69733
5710.1504,103.81946,458.1307
5709.341,103.880196,461.7733
5708.3276,103.95047,466.3459
5707.311,104.01454,470.9456
5706.495,104.06746,474.64474
5705.4653,104.1366,479.2885
5704.425,104.20336,483.95303
5703.377,104.25753,488.63983
5702.53,104.29147,492.40485
5701.457,104.33089,497.1201
5700.592,104.35748,500.89032
5699.507,104.37318,505.5972
5698.4214,104.387695,510.28268
5697.343,104.39938,514.93475
5696.4883,104.404465,518.6222
5695.4336,104.410706,523.18036
5694.395,104.40995,527.678
5693.5786,104.411255,531.22675
5692.573,104.40956,535.6078
5691.393,104.40476,540.7737
5690.6226,104.41127,544.1625
5689.6743,104.428154,548.3457
5688.742,104.44636,552.47064
5687.8247,104.469475,556.54346
5686.92,104.5009,560.56665
5686.0264,104.52661,564.5461
5685.32,104.544464,567.6953
5684.6196,104.56612,570.8138
5683.5815,104.60016,575.4347
5682.731,104.63137,579.21564
5682.0586,104.659225,582.1992
5681.229,104.69235,585.87683
5680.4116,104.72416,589.49475
5679.6064,104.75994,593.0538
5678.971,104.794174,595.8558
5678.189,104.84034,599.3001
5677.422,104.88457,602.675
5676.823,104.91726,605.3242
5676.102,104.95656,608.57007
5675.5537,104.98973,611.11694
5674.906,105.03319,614.24493
5674.297,105.078804,617.33905
5673.723,105.12884,620.4251
5673.2896,105.16999,622.8921
5672.781,105.22157,625.97217
5672.294,105.26983,629.04584
5671.9155,105.30506,631.49866
5671.455,105.352585,634.5582
5671.0977,105.389915,637.00244
5670.6777,105.43542,640.0535
5670.28,105.46903,643.10297
5669.8867,105.46552,646.1525
5669.5728,105.426704,648.5918
5669.18,105.32594,651.6379
5668.867,105.20301,654.0717
5668.4756,104.99701,657.11224
5668.0786,104.75794,660.16516
5667.7407,104.609726,662.62103
5667.2896,104.533585,665.6946
5666.824,104.4835,668.77344
5666.4478,104.43303,671.24054
5665.972,104.35895,674.3344
5665.491,104.2711,677.43665
5665.1035,104.18876,679.9262
5664.6147,104.08025,683.0475
5664.1157,103.96923,686.17926
5663.701,103.889206,688.6891
5663.165,103.80166,691.8321
5662.62,103.71142,694.9835
5662.06,103.62887,698.142
5661.6,103.563034,700.6719
5661.006,103.477684,703.8384
5660.3896,103.39377,707.0095
5659.8813,103.33109,709.5528
5659.2354,103.26036,712.7447
5658.586,103.19045,715.95483
5658.0664,103.13484,718.5396
5657.404,103.07322,721.78784
5656.7305,103.01313,725.05585
5656.1895,102.96419,727.68604
5655.514,102.91244,730.99554
5654.8438,102.86718,734.3267
5654.3115,102.83273,737.0079
5653.6514,102.79281,740.3776
5652.998,102.76038,743.77246
5652.481,102.742455,746.50354
5651.8384,102.7225,749.93585
5651.201,102.716705,753.3891
5650.693,102.71833,756.16724
5650.059,102.72446,759.6551
5649.4233,102.73224,763.16583
5648.9136,102.7397,765.99054
5648.277,102.75025,769.53815
5647.645,102.76359,773.1035
5647.0166,102.7816,776.6875
5646.514,102.797325,779.56635
5645.8877,102.81513,783.1809
5645.266,102.82786,786.8093
5644.7725,102.83941,789.7249
5644.1646,102.86292,793.3758
5643.5713,102.88937,797.0242
5642.994,102.91252,800.6632
5642.4316,102.94569,804.2811
5641.885,102.97972,807.86884
5641.251,103.019135,812.1278
5640.74,103.04929,815.64355
5640.342,103.071266,818.44617
5639.8594,103.1039,821.9429
5639.3945,103.132416,825.4334
5639.044,103.152824,828.2227
5638.6377,103.180466,831.70624
5638.339,103.20048,834.4912
5638.008,103.22375,837.9698
5637.731,103.247246,841.44476
5637.5557,103.269554,844.22144
5637.399,103.30505,847.68915
5637.3125,103.34642,851.153
5637.291,103.37909,853.92126
5637.3164,103.41576,857.37976
5637.387,103.440865,860.8397
5637.486,103.45485,863.60645
5637.664,103.460724,867.0627
5637.9165,103.46206,870.5168
5638.165,103.45981,873.28094
5638.5015,103.45371,876.74567
5638.8687,103.4495,880.2239
5639.1943,103.4463,883.0124
5639.6704,103.443375,886.4961
5640.228,103.44064,889.97546
5640.725,103.43768,892.76056
5641.375,103.43908,896.2559
5642.045,103.44403,899.7636
5642.593,103.446075,902.5792
5643.2983,103.441734,906.10846
5644.0093,103.41775,909.65375
5644.5713,103.39311,912.50696
5645.2476,103.36916,916.09625
5645.8833,103.36113,919.70905
5646.381,103.35974,922.6137
5646.9937,103.36291,926.2602
5647.5977,103.36317,929.91266
5648.0835,103.358154,932.829
5648.702,103.34276,936.4589
5649.35,103.3144,940.0722
5649.8965,103.28799,942.9443
5650.6265,103.252144,946.50964
5651.4106,103.21814,950.0498
5652.2603,103.19012,953.56146
5652.9785,103.16994,956.349
5653.898,103.15214,959.8164
5654.8457,103.137146,963.25684
5655.6333,103.121284,965.9726
5656.6504,103.09958,969.3001
5657.694,103.076164,972.5455
5658.541,103.05492,975.0801
5659.612,103.02399,978.1725
5660.701,102.98708,981.1887
5661.8213,102.9483,984.1339
5662.744,102.9141,986.45
5663.9355,102.86693,989.30347
5664.9175,102.82369,991.55646
5666.1816,102.764404,994.3365
5667.487,102.70328,997.07477
5668.543,102.65107,999.245
5669.869,102.584724,1001.9307
5671.199,102.522514,1004.58636
5672.53,102.47213,1007.20856
5673.588,102.4385,1009.2826
5674.8916,102.4056,1011.8453
5675.9316,102.38565,1013.881
5677.2183,102.3736,1016.4243
5678.4766,102.36939,1018.9739
5679.696,102.3684,1021.53357
5680.634,102.37163,1023.5903
5681.749,102.38476,1026.1738
5682.796,102.40748,1028.7681
5683.581,102.429794,1030.8447
5684.49,102.46345,1033.4362
5685.3213,102.50211,1036.0317
5685.9355,102.53128,1038.1115
5686.64,102.56424,1040.7136
5687.2676,102.5975,1043.3154
5687.7075,102.6259,1045.3873
5688.179,102.66375,1047.9774
5688.567,102.70301,1050.5668
5688.817,102.73654,1052.6368
5689.0522,102.78159,1055.2222
5689.2275,102.835236,1058.3214
5689.2925,102.874886,1060.8999
5689.3066,102.90512,1062.9626
5689.2935,102.949745,1066.0609
5689.2446,102.98019,1068.6483
5689.1553,103.00675,1070.7225
5688.9883,103.05371,1073.3267
