PositionX,PositionY,PositionZ
-602.7203,118.31981,3696.5593
-604.3386,117.48301,3702.673
-606.552,116.56928,3709.4856
-608.8809,115.80945,3715.469
-611.5609,115.12385,3721.3647
-614.56366,114.50169,3727.1528
-617.8455,113.92832,3732.895
-621.6906,113.37234,3739.2722
-625.273,112.93476,3745.0112
-629.0301,112.55704,3750.7441
-633.0191,112.234726,3756.3818
-637.2937,111.98027,3761.8826
-642.38837,111.71309,3767.869
-647.17487,111.47227,3773.0872
-652.0772,111.241,3778.2073
-657.11633,111.00296,3783.3645
-662.85706,110.73226,3789.1604
-668.0795,110.48817,3794.3726
-673.2937,110.256584,3799.5176
-678.6636,110.025276,3804.7449
-684.12616,109.80737,3809.9788
-690.3457,109.55335,3815.8423
-696.01416,109.32901,3821.098
-701.7465,109.11065,3826.3564
-707.5384,108.90694,3831.6428
-714.1105,108.67657,3837.6362
-720.00397,108.492836,3843.0183
-725.9409,108.31029,3848.4521
-731.9186,108.163734,3853.934
-738.7281,108.095345,3860.1848
-744.7653,108.08864,3865.7268
-750.8632,108.08473,3871.3247
-756.98926,108.09209,3876.9497
-763.0808,108.10614,3882.545
-769.8878,108.117386,3888.797
-775.8864,108.13518,3894.3035
-781.79205,108.14079,3899.721
-787.5937,108.159904,3905.0417
-793.2661,108.17142,3910.244
-799.5707,108.18426,3916.0232
-805.1474,108.19656,3921.1365
-810.67413,108.21112,3926.2046
-816.1827,108.21608,3931.2563
-822.2683,108.21784,3936.838
-827.48016,108.2164,3941.6135
-832.46497,108.22443,3946.1453
-837.4478,108.22879,3950.5842
-842.4905,108.238884,3954.8735
-847.62427,108.24039,3958.9663
-853.55145,108.268425,3963.211
-858.9771,108.333275,3966.619
-864.56323,108.429634,3969.6782
-870.2629,108.525,3972.4153
-876.0045,108.64006,3974.7769
-882.5602,108.76628,3977.0767
-888.45013,108.88474,3978.7974
-894.3635,108.978806,3980.2559
-900.3157,109.07225,3981.5005
-906.3219,109.16054,3982.653
-913.16797,109.25872,3983.9163
-919.33923,109.354866,3985.026
-925.5673,109.45494,3986.1306
-931.8362,109.56139,3987.231
-939.0138,109.70799,3988.488
-945.4126,109.81801,3989.6257
-951.9304,109.92342,3990.8315
-958.4755,110.00192,3992.1162
-965.0144,110.051735,3993.505
-971.6042,110.07554,3995.0496
-979.01184,110.05798,3996.9966
-985.57214,110.00905,3998.908
-992.1344,109.96267,4000.9521
-998.7045,109.894684,4003.0637
-1005.30145,109.83069,4005.2307
-1012.74066,109.77723,4007.7205
-1019.38586,109.74796,4009.9749
-1026.0759,109.71967,4012.2585
-1032.826,109.732475,4014.5679
-1039.6146,109.78004,4016.884
-1046.4923,109.868286,4019.2166
-1054.2236,110.04171,4021.8108
-1061.2062,110.27744,4024.1108
-1068.2233,110.58292,4026.3518
-1075.2268,110.92441,4028.5151
-1082.2599,111.303604,4030.6072
-1090.2836,111.71788,4032.867
-1097.4209,112.09187,4034.6606
-1104.6178,112.44169,4036.2922
-1111.8822,112.76087,4037.8347
-1119.1317,113.04267,4039.3542
-1126.4287,113.2835,4040.914
-1134.7175,113.48958,4042.7324
-1142.0856,113.59065,4044.3748
-1149.5194,113.62354,4046.0396
-1156.9939,113.59785,4047.7102
-1164.5454,113.47839,4049.3813
-1173.1614,113.27851,4051.2488
-1180.8519,113.03918,4052.8684
-1188.6039,112.77,4054.4038
-1196.3541,112.48472,4055.757
-1204.0996,112.1847,4056.8394
-1212.8137,111.86493,4057.6372
-1220.5513,111.614105,4058.0193
-1228.3044,111.44124,4058.3193
-1236.0901,111.32286,4058.7087
-1243.9049,111.22712,4059.198
-1251.7181,111.135864,4059.7498
-1261.6122,111.06373,4060.4937
-1270.5543,111.0384,4061.1787
-1278.5358,111.0479,4061.7908
-1287.496,111.13656,4062.4746
-1295.3517,111.247604,4063.0615
-1302.8802,111.40111,4063.596
-1310.2091,111.57951,4064.049
-1317.4751,111.76923,4064.2998
-1325.5651,112.037346,4064.1606
-1332.6976,112.279045,4063.6472
-1339.7739,112.517265,4062.7595
-1346.7511,112.748215,4061.5715
-1354.6039,113.02584,4060.0327
-1362.4436,113.38065,4058.2593
-1369.3971,113.756424,4056.4246
-1376.2325,114.15577,4054.3545
-1383.0614,114.58318,4051.9702
-1390.655,115.088425,4048.9448
-1397.1998,115.517555,4046.0386
-1403.6969,115.935936,4042.8652
-1410.075,116.33807,4039.4668
-1416.3715,116.73182,4035.8284
-1424.083,117.15776,4031.0608
-1431.0197,117.51799,4026.579
-1437.1769,117.777664,4022.5698
-1443.384,118.003044,4018.5298
-1450.4603,118.165474,4013.9312
-1456.7821,118.25575,4009.8264
-1463.1451,118.29323,4005.6956
-1469.5609,118.31093,4001.5325
-1476.0186,118.29545,3997.3586
-1483.3337,118.2614,3992.6658
-1489.8574,118.22578,3988.52
-1496.4241,118.19939,3984.4368
-1503.0221,118.20164,3980.6052
-1509.7242,118.20896,3977.0837
-1517.3451,118.16994,3973.4983
-1524.1735,118.094475,3970.6538
-1531.9,117.97256,3967.8333
-1539.7397,117.812996,3965.3315
-1546.6515,117.660095,3963.3936
-1554.4285,117.4884,3961.5073
-1561.0729,117.34411,3960.0747
-1567.2296,117.20116,3958.8005
-1573.6782,117.04779,3957.4888
-1579.8486,116.91103,3956.2402
-1585.229,116.80176,3955.154
-1590.548,116.727325,3954.0764
-1595.7483,116.666695,3952.9746
-1601.2744,116.61411,3951.629
-1605.8981,116.58562,3950.2375
-1610.2975,116.554504,3948.6372
-1614.5255,116.50878,3946.804
-1619.0558,116.459564,3944.4324
-1622.8756,116.41191,3942.074
-1626.5176,116.37161,3939.4502
-1629.947,116.35363,3936.5764
-1633.15,116.3702,3933.465
-1636.151,116.40059,3930.1396
-1639.2487,116.452385,3926.1643
-1641.7395,116.52363,3922.4207
-1643.9674,116.61559,3918.5022
-1645.9373,116.722466,3914.4246
-1647.694,116.833824,3910.153
-1649.2196,116.960266,3905.73
-1650.8141,117.107414,3900.5671
-1652.2246,117.24491,3895.8542
-1653.6613,117.41162,3891.0325
-1655.1305,117.58269,3886.0884
-1656.8158,117.77312,3880.4
-1658.3442,117.94663,3875.2334
-1659.869,118.123116,3870.088
-1661.4174,118.298836,3864.8757
-1662.9834,118.464615,3859.614
-1664.576,118.60744,3854.2708
-1666.3964,118.76425,3848.186
-1668.0448,118.85874,3842.706
-1669.7285,118.91158,3837.154
-1671.4381,118.92944,3831.5781
-1673.4045,118.888885,3825.2332
-1675.1871,118.79242,3819.518
-1677.0057,118.63932,3813.706
-1678.8477,118.42496,3807.8267
-1680.7289,118.160614,3801.8237
-1682.6136,117.85167,3795.81
-1684.6931,117.497055,3789.178
-1686.7377,117.15759,3782.6677
-1688.7184,116.85429,3776.3875
-1690.7375,116.56816,3770.0513
-1692.8115,116.331184,3763.706
-1694.9597,116.11804,3757.4456
-1697.546,115.92844,3750.5322
-1700.0404,115.77725,3744.5146
-1702.7542,115.66195,3738.6567
-1705.6842,115.56682,3732.9697
-1709.2523,115.49433,3726.7742
-1712.6838,115.46417,3721.4236
-1716.3085,115.46608,3716.2583
-1720.0854,115.50493,3711.1843
-1723.9421,115.61432,3706.1687
-1728.3344,115.78835,3700.572
-1732.3093,115.9939,3695.6147
-1736.3119,116.21007,3690.723
-1740.3983,116.44684,3685.82
-1744.5015,116.68731,3680.9565
-1749.1721,116.959564,3675.4807
-1753.3647,117.20758,3670.6287
-1757.606,117.43088,3665.7834
-1761.9208,117.64674,3660.935
-1766.3024,117.83715,3656.0874
-1771.2783,118.00494,3650.6604
-1775.7588,118.09499,3645.823
-1780.3013,118.125496,3640.9524
-1784.8519,118.11927,3636.1023
-1789.4281,118.07675,3631.2476
-1794.0172,117.99107,3626.3984
-1799.0417,117.86045,3621.1187
-1803.3243,117.735405,3616.6794
-1807.4042,117.62834,3612.571
-1811.3866,117.52241,3608.7683
-1815.4026,117.41296,3605.2373
-1820.0015,117.31964,3601.6948
-1824.247,117.254585,3598.8684
-1828.649,117.21193,3596.357
-1833.2064,117.18276,3594.1401
-1837.9149,117.1859,3592.2327
-1842.7377,117.230064,3590.6194
-1848.3357,117.33731,3589.0764
-1853.3403,117.473595,3587.9172
-1858.457,117.68498,3587.0037
-1863.6055,117.923874,3586.35
-1869.401,118.20914,3585.977
-1874.5085,118.455696,3585.9436
-1879.6456,118.689514,3586.164
-1884.8029,118.92311,3586.5522
-1890.6951,119.185234,3587.098
-1896.0175,119.40298,3587.649
-1901.4128,119.599785,3588.2588
-1906.8334,119.78501,3588.923
-1912.3701,119.966354,3589.642
-1918.6044,120.151695,3590.4783
-1924.2139,120.30073,3591.2383
-1929.8641,120.44062,3591.986
-1935.5321,120.5543,3592.6921
-1941.2396,120.65188,3593.334
-1947.7485,120.73839,3593.9724
-1953.6025,120.76003,3594.442
-1959.487,120.76029,3594.7725
-1965.39,120.728455,3594.9521
-1971.3064,120.695694,3594.9014
-1977.2375,120.66227,3594.5896
-1983.9078,120.623344,3593.8953
-1989.8516,120.607056,3592.9475
-1995.7803,120.58605,3591.791
-2001.7574,120.54952,3590.5266
-2007.8096,120.520485,3589.2068
-2014.654,120.48264,3587.7063
-2020.8357,120.46473,3586.3474
-2027.088,120.44794,3584.9602
-2033.3823,120.44913,3583.531
-2039.7402,120.50098,3582.0254
-2046.9398,120.580284,3580.2417
-2053.3628,120.65118,3578.5603
-2059.693,120.7406,3576.7583
-2065.931,120.83244,3574.736
-2072.0107,120.934044,3572.4304
-2077.852,121.05345,3569.8362
-2084.2297,121.221275,3566.5027
-2089.5928,121.38657,3563.2732
-2094.7517,121.56311,3559.7817
-2099.731,121.74048,3556.0596
-2104.521,121.91329,3552.1416
-2109.746,122.108536,3547.5833
-2114.3315,122.28438,3543.451
-2118.8735,122.45688,3539.2861
-2123.406,122.65453,3535.0613
-2128.463,122.87283,3530.279
-2134.1016,123.1018,3524.888
-2139.1587,123.29307,3520.0234
-2144.2268,123.448074,3515.1406
-2149.8628,123.55824,3509.6995
-2154.3496,123.601746,3505.3452
-2158.8252,123.625435,3500.965
-2163.2651,123.61876,3496.5776
-2168.2358,123.59185,3491.6067
-2172.6804,123.52815,3487.1138
-2177.0583,123.449684,3482.6272
-2181.4175,123.34889,3478.0667
-2186.7559,123.230896,3472.2468
-2190.911,123.124115,3467.4138
-2194.8638,123.03006,3462.402
-2198.5823,122.92859,3457.2405
-2202.0525,122.83603,3451.8804
-2205.6863,122.719765,3445.6357
-2208.6606,122.619354,3439.9116
-2211.4355,122.54378,3434.0317
-2214.1167,122.46449,3428.0554
-2216.7449,122.39862,3421.9756
-2219.3535,122.30116,3415.812
-2222.289,122.191605,3408.7554
-2224.9124,122.09874,3402.3982
-2227.5654,122.00532,3395.9578
-2230.2473,121.93387,3389.4434
-2233.2832,121.85771,3382.069
-2235.9922,121.84606,3375.5176
-2238.7124,121.85944,3369.0269
-2241.4736,121.89557,3362.597
-2244.3293,121.93992,3356.2734
-2247.3354,121.9578,3350.097
-2251.0098,121.97343,3343.3735
-2254.5547,121.996284,3337.6353
-2258.3704,122.04652,3332.1538
-2262.4172,122.1253,3326.9583
-2266.7341,122.25417,3321.977
-2271.1719,122.45155,3317.325
-2276.399,122.801735,3312.3752
-2281.1382,123.20315,3308.209
-2285.8745,123.64106,3304.2122
-2290.6045,124.07295,3300.3906
-2295.3992,124.49591,3296.7659
-2300.9194,124.93013,3292.9128
-2305.9204,125.27087,3289.715
-2311.0352,125.5743,3286.7234
-2316.2517,125.83716,3283.9468
-2321.539,126.070885,3281.432
-2327.558,126.29631,3278.9148
-2332.866,126.483864,3277.0269
-2338.058,126.64834,3275.4487
-2343.1243,126.801094,3274.1846
-2348.7449,126.97219,3273.1277
-2353.594,127.11477,3272.5032
-2358.2502,127.25962,3272.1863
-2362.7476,127.40524,3272.1675
-2367.134,127.52553,3272.3896
-2371.3113,127.67447,3272.849
-2375.6858,127.81275,3273.5132
-2379.4412,127.9353,3274.267
-2383.0898,128.07306,3275.1648
-2386.6895,128.17883,3276.1484
-2390.1992,128.30617,3277.2432
-2393.6523,128.37787,3278.363
-2397.4038,128.48851,3279.7334
-2400.665,128.57965,3281.079
-2403.8591,128.63112,3282.5044
-2406.9531,128.71268,3284.0513
-2409.9673,128.79454,3285.6643
-2413.3108,128.83574,3287.536
-2416.151,128.86452,3289.2812
-2418.8809,128.92558,3291.1423
-2421.6113,128.97186,3293.0088
-2424.7996,129.04759,3295.0457
-2427.7454,129.11238,3296.7593
-2430.7646,129.16037,3298.4268
-2433.8572,129.19699,3300.105
-2437.0288,129.22638,3301.8152
-2440.3147,129.25421,3303.5676
-2444.1897,129.28783,3305.6023
-2447.7854,129.31854,3307.4636
-2451.5447,129.34688,3309.3933
-2455.4404,129.37866,3311.378
-2459.4338,129.41643,3313.3943
-2463.9114,129.4618,3315.6218
-2467.8533,129.49622,3317.542
-2471.7937,129.5248,3319.4177
-2475.696,129.55159,3321.2395
-2479.6343,129.58199,3323.055
-2484.0874,129.61404,3325.096
-2488.0103,129.63823,3326.895
-2491.9216,129.66086,3328.7004
-2495.8003,129.68658,3330.5127
-2499.623,129.70863,3332.3274
-2503.8557,129.7268,3334.3787
-2507.575,129.74153,3336.2285
-2511.2375,129.75098,3338.105
-2514.836,129.75311,3340.05
-2518.3394,129.75427,3342.1228
-2521.6821,129.76462,3344.3486
-2525.2615,129.78452,3347.0728
-2528.2686,129.80032,3349.6733
-2531.1504,129.81529,3352.461
-2533.949,129.83145,3355.3901
-2537.142,129.84267,3358.7534
-2540.8618,129.85947,3362.4783
-2543.991,129.87526,3365.3577
-2547.2527,129.89133,3368.0876
-2550.676,129.91922,3370.6472
-2554.716,129.95604,3373.3252
-2558.4326,129.98137,3375.506
-2562.2861,130.01413,3377.4814
-2566.244,130.05035,3379.2407
-2570.3027,130.08882,3380.783
-2574.4907,130.13078,3382.1167
-2579.324,130.17552,3383.3613
-2583.7341,130.21873,3384.2283
-2588.2495,130.25722,3384.8838
-2594.0068,130.3176,3385.412
-2598.7341,130.36282,3385.7092
-2603.6428,130.41316,3385.9702
-2608.728,130.4613,3386.1975
-2614.01,130.49007,3386.3828
-2620.0884,130.51833,3386.5356
-2625.6924,130.53966,3386.637
-2631.31,130.55817,3386.7102
-2636.9856,130.56621,3386.764
-2642.7788,130.5809,3386.8042
-2648.693,130.60263,3386.8376
-2655.5234,130.62395,3386.8672
-2661.7173,130.64946,3386.8813
-2668.1045,130.67166,3386.884
-2674.5493,130.6984,3386.8716
-2681.122,130.71463,3386.8481
-2687.842,130.74803,3386.8208
-2695.5693,130.78008,3386.7852
-2702.5627,130.81404,3386.752
-2709.7136,130.85591,3386.7173
-2716.9463,130.91849,3386.6807
-2724.271,130.98949,3386.643
-2732.666,131.07317,3386.6013
-2740.2876,131.19148,3386.574
-2748.0168,131.31139,3386.5671
-2755.8206,131.49199,3386.5884
-2763.77,131.68095,3386.646
-2771.8264,131.92459,3386.7754
-2781.0122,132.2459,3387.0247
-2789.1255,132.5653,3387.3584
-2797.2854,132.94933,3387.8564
-2805.5098,133.41003,3388.5857
-2813.7957,133.91779,3389.5906
-2823.1687,134.55858,3391.0054
-2831.6013,135.1908,3392.3875
-2840.1182,135.87544,3393.8035
-2848.5918,136.56221,3395.2078
-2856.8079,137.24075,3396.5632
-2865.4194,137.94882,3397.978
-2872.6848,138.55394,3399.1675
-2879.655,139.12544,3400.3076
-2886.3765,139.66248,3401.4062
-2892.8906,140.1516,3402.455
-2899.2747,140.63214,3403.4404
-2906.433,141.137,3404.4832
-2912.736,141.57202,3405.3362
-2919.0618,142.0107,3406.1233
-2925.3206,142.4375,3406.769
-2932.3154,142.91858,3407.196
-2938.4758,143.31328,3407.2793
-2944.5598,143.66629,3407.077
-2950.5742,143.98277,3406.5854
-2956.497,144.29073,3405.7744
-2963.1606,144.62328,3404.511
-2969.0735,144.90787,3403.1096
-2974.9148,145.17642,3401.4824
-2980.7976,145.43275,3399.5828
-2986.6082,145.6993,3397.4268
-2993.1516,146.03194,3394.7046
-2999.036,146.37102,3392.101
-3004.9482,146.74185,3389.3645
-3010.8545,147.13925,3386.4668
-3016.7021,147.56409,3383.3757
-3022.5537,147.96051,3380.1326
-3029.0789,148.51634,3376.3125
-3034.74,148.99023,3372.8357
-3040.3726,149.43987,3369.3018
-3045.9973,149.86795,3365.7112
-3051.2944,150.25317,3362.2935
-3057.9663,150.70009,3357.931
-3063.556,151.03026,3354.2202
-3069.1243,151.33913,3350.447
-3074.598,151.61906,3346.6428
-3079.966,151.88458,3342.734
-3085.7905,152.12456,3338.2173
-3090.856,152.30945,3334.0854
-3096.511,152.5123,3329.4985
-3102.2163,152.72456,3325.1748
-3107.626,152.92847,3321.2344
-3112.1099,153.09485,3317.9546
-3116.296,153.24095,3314.7485
-3120.7458,153.34398,3311.0833
-3125.3994,153.41768,3306.865
-3129.4534,153.43988,3302.9185
-3133.3237,153.42274,3298.805
-3136.9336,153.34966,3294.5464
-3139.885,153.244,3290.628
-3142.6128,153.10516,3286.5237
-3145.1267,152.9216,3282.2642
-3147.4302,152.69269,3277.8623
-3149.822,152.39992,3272.764
-3151.8362,152.1073,3268.1062
-3153.7627,151.7801,3263.328
-3155.5903,151.40987,3258.46
-3157.26,151.01596,3253.4563
-3158.8962,150.54439,3247.686
-3160.1052,150.08992,3242.4192
-3161.0486,149.60698,3237.0938
-3161.69,149.11717,3231.6606
-3162.0686,148.60135,3226.1418
-3162.2002,147.98622,3219.8516
-3162.093,147.41444,3214.1926
-3161.8645,146.82872,3208.4358
-3161.58,146.22868,3202.6064
-3161.2449,145.62141,3196.6433
-3160.8672,144.99956,3190.6934
-3160.3523,144.27109,3183.9104
-3159.8083,143.60075,3177.844
-3159.1821,142.91483,3171.7092
-3158.4773,142.22823,3165.5579
-3157.6614,141.53757,3159.3787
-3156.683,140.855,3153.1687
-3155.345,140.1172,3146.2146
-3153.9302,139.47801,3140.0125
-3152.3635,138.76459,3133.8416
-3150.4758,138.12874,3127.7559
-3148.296,137.5733,3121.7507
-3145.5955,136.99492,3115.0098
-3143.1172,136.53508,3109.0305
-3140.6724,136.11931,3102.986
-3138.477,135.79515,3096.912
-3136.6992,135.5936,3090.7546
-3135.1802,135.42839,3083.7976
-3134.1873,135.28845,3077.5718
-3133.5376,135.15778,3071.3352
-3133.2249,135.03441,3065.1338
-3133.2737,134.93102,3058.9075
-3133.6887,134.80646,3051.9033
-3134.1555,134.67606,3045.6252
-3134.6284,134.50905,3039.304
-3135.1267,134.34727,3032.9656
-3135.7058,134.19673,3026.6018
-3136.4854,134.09076,3020.1917
-3137.7112,134.03284,3013.0833
-3139.1682,134.01796,3006.8967
-3140.9907,134.02345,3000.8452
-3143.105,134.04448,2994.9424
-3145.3774,134.07687,2989.0757
-3148.0564,134.17381,2982.5186
-3150.642,134.33209,2976.7402
-3153.5,134.54872,2971.1003
-3156.6594,134.78514,2965.6145
-3160.125,135.0573,2960.3687
-3163.8755,135.35425,2955.3347
-3168.3782,135.69798,2949.9216
-3172.6404,136.02602,2945.3242
-3177.1094,136.37093,2940.9468
-3181.7632,136.69426,2936.732
-3187.2234,137.06229,2932.2065
-3192.2195,137.39047,2928.2798
-3197.2903,137.71455,2924.36
-3202.339,138.0361,2920.4685
-3207.446,138.3693,2916.5269
-3213.9126,138.79507,2911.52
-3219.7192,139.16261,2906.9958
-3224.9685,139.49245,2902.885
-3230.2178,139.82487,2898.7605
-3236.1753,140.1741,2894.063
-3242.1267,140.51994,2889.3396
-3248.0774,140.85457,2884.571
-3254.5493,141.19844,2879.2896
-3259.6487,141.44882,2875.0068
-3264.605,141.66396,2870.645
-3269.3716,141.84163,2866.173
-3275.0425,142.01646,2860.3547
-3279.8196,142.13303,2854.916
-3283.8394,142.19571,2849.9077
-3287.6455,142.22563,2844.7368
-3291.268,142.23349,2839.4487
-3294.833,142.20766,2834.041
-3298.342,142.18683,2828.5513
-3302.251,142.13869,2822.2703
-3305.6848,142.08119,2816.5564
-3309.0374,142.01793,2810.7688
-3312.3245,141.92479,2804.8906
-3315.564,141.82237,2798.8718
-3319.136,141.67325,2792.0715
-3322.3308,141.51411,2785.9133
-3325.5554,141.35352,2779.6626
-3328.7546,141.18944,2773.4473
-3332.0198,141.0418,2767.0938
-3335.6995,140.87724,2759.9456
-3338.9822,140.79391,2753.6191
-3342.2756,140.77437,2747.3215
-3345.5159,140.83774,2741.1887
-3348.7424,140.94728,2735.2595
-3352.3494,141.06734,2728.88
-3355.505,141.14136,2723.4937
-3358.683,141.16599,2718.1787
-3361.8323,141.12341,2712.968
-3364.9949,141.05524,2707.7654
-3368.1375,140.97012,2702.608
-3371.6633,140.86635,2696.827
-3374.7808,140.77383,2691.7378
-3377.873,140.66338,2686.7249
-3380.9229,140.56198,2681.8232
-3383.8906,140.46452,2677.1094
-3387.226,140.35648,2671.9072
-3390.2183,140.26053,2667.3828
-3393.3333,140.15494,2662.9387
-3396.6172,140.03963,2658.6797
-3400.097,139.93633,2654.7017
-3403.7473,139.81166,2650.957
-3408.1082,139.65787,2647.0166
-3412.22,139.51596,2643.7761
-3416.5151,139.35757,2640.7732
-3421.0493,139.19719,2637.9763
-3425.7732,139.0477,2635.3938
-3431.278,138.88268,2632.7178
-3436.3403,138.75948,2630.5466
-3441.5054,138.66809,2628.5745
-3446.7231,138.58578,2626.7937
-3452.0212,138.53311,2625.2139
-3457.4114,138.5057,2623.825
-3463.5427,138.4912,2622.4954
-3469.0378,138.49376,2621.537
-3474.6648,138.53235,2620.799
-3480.3066,138.57039,2620.2742
-3486.72,138.61351,2619.9685
-3492.5032,138.66374,2619.9717
